tag_id	tag_applied	tag_recapture	year	month	day	hour	minute	width_est	tl_cm	sex	width_cm	comment
SKT1465	Y	N	2013	8	5	0	33	N	49.0	F	27.0	
SKT1468	Y	N	2013	8	5	0	33	N	45.5	F	28.0	
SKT1474	Y	N	2013	8	5	0	33	N	50.0	F	28.0	
SKT1475	Y	N	2013	8	5	0	33	N	60.0	M	37.0	
SKT1466	Y	N	2013	8	5	0	33	Y	42.0	M	30.0	
SKT1472	Y	N	2013	8	5	0	33	Y	48.0	M	30.0	
SKT1462	Y	N	2013	8	5	0	33	Y	47.0	M	35.0	
SKT1469	Y	N	2013	8	5	0	33	Y	47.0	M	35.0	
SKT1470	Y	N	2013	8	5	0	33	Y	47.0	M	35.0	
SKT1771	Y	N	2013	8	5	1	54	N	26.0	F	15.0	
SKT1770	Y	N	2013	8	5	1	54	N	29.0	M	17.0	
SKT1769	Y	N	2013	8	5	1	54	N	29.0	F	18.0	
SKT1767	Y	N	2013	8	5	1	54	N	29.0	M	18.0	
SKT1768	Y	N	2013	8	5	1	54	N	27.0	M	18.0	
SKT1453	Y	N	2013	8	5	1	54	N	42.0	F	25.0	
SKT1458	Y	N	2013	8	5	1	54	N	44.0	F	25.0	
SKT1459	Y	N	2013	8	5	1	54	N	44.0	F	28.0	
SKT1454	Y	N	2013	8	5	1	54	N	60.0	F	36.0	
SKT1773	Y	N	2013	8	5	1	54	Y	29.0	M	20.0	
SKT1775	Y	N	2013	8	5	1	54	Y	31.0	M	20.0	
SKT1452	Y	N	2013	8	5	1	54	Y	40.0	F	25.0	
SKT1457	Y	N	2013	8	5	1	54	Y	39.0	M	25.0	
SKT1456	Y	N	2013	8	5	1	54	Y	45.0	M	30.0	
SKT1451	Y	N	2013	8	5	1	54	Y	40.0	F	35.0	
SKT1758	Y	N	2013	8	5	3	43	N	34.0	F	21.0	
SKT1763	Y	N	2013	8	5	3	43	N	44.5	F	27.0	
SKT1759	Y	N	2013	8	5	3	43	N	51.0	F	31.5	
SKT0721	Y	N	2013	8	5	3	43	N	57.0	M	35.0	
SKT0735	Y	N	2013	8	5	3	43	N	68.0	M	43.0	
SKT1757	Y	N	2013	8	5	3	43	Y	41.0	M	20.0	
SKT1760	Y	N	2013	8	5	3	43	Y	42.0	M	20.0	
SKT0724	Y	N	2013	8	5	3	43	Y	69.0	F	40.0	
SKT1000	Y	N	2013	8	5	3	43	Y	71.0	M	45.0	
SKT1477	Y	N	2013	8	5	5	15	N	25.0	F	15.5	
SKT1480	Y	N	2013	8	5	5	15	N	30.0	F	15.5	
SKT1476	Y	N	2013	8	5	5	15	N	27.0	F	16.0	
SKT1478	Y	N	2013	8	5	5	15	N	29.0	F	17.5	
SKT1495	Y	N	2013	8	5	5	15	N	29.0	M	17.5	
SKT1498	Y	N	2013	8	5	5	15	N	32.0	M	18.0	
SKT1496	Y	N	2013	8	5	5	15	N	41.0	F	23.5	
SKT1499	Y	N	2013	8	5	5	15	N	41.0	F	24.0	
SKT1488	Y	N	2013	8	5	5	15	N	42.5	M	24.0	
SKT1751	Y	N	2013	8	5	5	15	N	47.5	M	24.0	
SKT1754	Y	N	2013	8	5	5	15	N	38.0	M	24.0	
SKT1755	Y	N	2013	8	5	5	15	N	42.0	F	25.0	
SKT1490	Y	N	2013	8	5	5	15	N	43.0	M	25.5	
SKT1493	Y	N	2013	8	5	5	15	N	44.0	M	25.5	
SKT1492	Y	N	2013	8	5	5	15	N	48.0	F	27.0	
SKT1756	Y	N	2013	8	5	5	15	N	52.0	F	30.0	
SKT1500	Y	N	2013	8	5	5	15	N	49.0	F	30.5	
SKT1494	Y	N	2013	8	5	5	15	N	60.0	M	35.0	
SKT1479	Y	N	2013	8	5	5	15	Y	26.5	M	10.0	
SKT1485	Y	N	2013	8	5	5	15	Y	31.0	F	20.0	
SKT1484	Y	N	2013	8	5	5	15	Y	41.0	M	20.0	
SKT1489	Y	N	2013	8	5	5	15	Y	42.0	F	25.0	
SKT1487	Y	N	2013	8	5	5	15	Y	50.0	F	30.0	
SKT1482	Y	N	2013	8	5	5	15	Y	55.0	M	30.0	
SKT1483	Y	N	2013	8	5	5	15	Y	54.0	F	30.0	
SKT1481	Y	N	2013	8	5	5	15	Y	56.0	F	35.0	
SKT1486	Y	N	2013	8	5	5	15	Y	63.0	M	40.0	
SKT1335	Y	N	2013	8	5	7	0	N	27.0	F	17.5	
SKT1327	Y	N	2013	8	5	7	0	N	44.0	F	25.0	
SKT1328	Y	N	2013	8	5	7	0	N	44.0	F	25.5	
SKT1326	Y	N	2013	8	5	7	0	N	59.0	M	35.5	
SKT1330	Y	N	2013	8	5	7	0	N	64.0	M	39.0	
SKT1331	Y	N	2013	8	5	7	0	N	64.0	M	42.0	
SKT1329	Y	N	2013	8	5	7	0	N	70.0	M	43.0	
SKT1332	Y	N	2013	8	5	7	0	Y	54.0	M	30.0	
SKT1333	Y	N	2013	8	5	7	0	Y	60.5	M	40.0	
SKT1336	Y	N	2013	8	5	7	0	Y	61.0	M	40.0	
SKT1337	Y	N	2013	8	5	7	0	Y	68.0	M	40.0	
SKT1338	Y	N	2013	8	5	9	5	Y	44.0	F	25.0	
SKT1339	Y	N	2013	8	5	9	5	Y	43.0	F	25.0	
SKT1340	Y	N	2013	8	5	9	5	Y	51.0	M	30.0	
SKT1341	Y	N	2013	8	5	10	18	Y	29.0	M	20.0	
SKT1342	Y	N	2013	8	5	10	18	Y	53.5	M	35.0	
SKT1344	Y	N	2013	8	5	11	20	Y	58.0	F	35.0	
SKT1343	Y	N	2013	8	5	11	20	Y	60.0	F	35.0	
SKT1105	Y	N	2013	8	6	6	0	N	31.0	M	19.0	
SKT1199	Y	N	2013	8	6	6	0	N	39.0	M	23.0	
SKT1200	Y	N	2013	8	6	6	0	N	39.0	M	25.0	
SKT1193	Y	N	2013	8	6	6	0	N	42.5	F	26.0	
SKT1176	Y	N	2013	8	6	6	0	N	44.0	F	27.0	
SKT1198	Y	N	2013	8	6	6	0	N	45.0	F	27.5	
SKT1194	Y	N	2013	8	6	6	0	N	46.0	F	29.0	
SKT1110	Y	N	2013	8	6	6	0	N	50.0	F	31.0	
SKT1177	Y	N	2013	8	6	6	0	N	48.0	F	32.0	
SKT1195	Y	N	2013	8	6	6	0	N	51.0	F	32.5	
SKT1107	Y	N	2013	8	6	6	0	N	54.0	F	35.0	
SKT1196	Y	N	2013	8	6	6	0	N	57.0	F	35.5	
SKT1350	Y	N	2013	8	6	6	0	N	56.0	M	36.0	
SKT1345	Y	N	2013	8	6	6	0	N	59.0	M	37.5	
SKT1349	Y	N	2013	8	6	6	0	N	59.0	M	37.5	
SKT1180	Y	N	2013	8	6	6	0	Y	26.0	F	10.0	
SKT1188	Y	N	2013	8	6	6	0	Y	36.0	F	20.0	
SKT1184	Y	N	2013	8	6	6	0	Y	39.0	M	20.0	
SKT1102	Y	N	2013	8	6	6	0	Y	40.0	F	25.0	
SKT1104	Y	N	2013	8	6	6	0	Y	40.0	F	25.0	
SKT1183	Y	N	2013	8	6	6	0	Y	42.0	F	25.0	
SKT1182	Y	N	2013	8	6	6	0	Y	41.0	F	25.0	
SKT1106	Y	N	2013	8	6	6	0	Y	45.0	M	30.0	
SKT1185	Y	N	2013	8	6	6	0	Y	45.0	F	30.0	
SKT1101	Y	N	2013	8	6	6	0	Y	45.0	F	30.0	
SKT1181	Y	N	2013	8	6	6	0	Y	46.0	M	30.0	
SKT1197	Y	N	2013	8	6	6	0	Y	48.0	M	30.0	
SKT1187	Y	N	2013	8	6	6	0	Y	51.5	F	30.0	
SKT1111	Y	N	2013	8	6	6	0	Y	52.0	M	30.0	
SKT1191	Y	N	2013	8	6	6	0	Y	56.0	F	35.0	
SKT1192	Y	N	2013	8	6	6	0	Y	62.0	M	40.0	
SKT1189	Y	N	2013	8	6	6	0	Y	61.5	M	40.0	
SKT1348	Y	N	2013	8	6	6	0	Y	64.0	F	40.0	
SKT1119	Y	N	2013	8	8	2	15	N	25.0	F	15.0	
SKT1118	Y	N	2013	8	8	2	15	N	42.0	F	25.5	
SKT0620	Y	N	2013	8	8	2	15	N	48.0	M	27.0	
SKT1120	Y	N	2013	8	8	2	15	N	51.0	F	29.0	
SKT1115	Y	N	2013	8	8	2	15	N	51.0	M	30.0	
SKT1116	Y	N	2013	8	8	2	15	N	50.5	M	32.0	
SKT0625	Y	N	2013	8	8	2	15	N	60.0	F	38.5	
SKT0618	Y	N	2013	8	8	2	15	N	63.0	F	39.0	
SKT0601	Y	N	2013	8	8	2	15	Y	33.5	F	20.0	
SKT0614	Y	N	2013	8	8	2	15	Y	46.0	F	25.0	
SKT0617	Y	N	2013	8	8	2	15	Y	53.0	M	35.0	
SKT2052	Y	N	2013	8	8	3	40	Y	35.0	M	20.0	
SKT0610	Y	N	2013	8	8	3	40	Y	49.0	F	25.0	
SKT1124	Y	N	2013	8	8	3	40	Y	51.0	F	30.0	
SKT1122	Y	N	2013	8	8	3	40	Y	59.0	F	35.0	
SKT1121	Y	N	2013	8	8	3	40	Y	50.0	F	35.0	
SKT1123	Y	N	2013	8	8	3	40	Y	66.0	M	40.0	
SKT1125	Y	N	2013	8	8	3	40	Y	68.0	M	40.0	
SKT0716	Y	N	2013	8	8	5	0	N	29.0	F	17.0	
SKT0704	Y	N	2013	8	8	5	0	N	37.0	M	21.5	
SKT0710	Y	N	2013	8	8	5	0	N	46.0	F	26.0	
SKT0727	Y	N	2013	8	8	5	0	N	48.0	F	27.0	
SKT0709	Y	N	2013	8	8	5	0	N	38.0	M	27.0	
SKT0723	Y	N	2013	8	8	5	0	N	48.0	F	27.5	
SKT0734	Y	N	2013	8	8	5	0	N	49.0	F	27.5	
SKT0732	Y	N	2013	8	8	5	0	N	50.0	F	28.5	
SKT0725	Y	N	2013	8	8	5	0	Y	29.0	M	20.0	
SKT0738	Y	N	2013	8	8	5	0	Y	34.0	M	20.0	
SKT0701	Y	N	2013	8	8	5	0	Y	50.0	F	30.0	
SKT0705	Y	N	2013	8	8	5	0	Y	49.0	F	30.0	
SKT0703	Y	N	2013	8	8	5	0	Y	59.0	F	35.0	
SKT0713	Y	N	2013	8	8	5	0	Y	60.0	M	35.0	
SKT0739	Y	N	2013	8	8	6	30	N	28.0	M	11.5	
SKT0742	Y	N	2013	8	8	6	30	N	31.0	M	19.0	
SKT0744	Y	N	2013	8	8	6	30	N	30.0	F	20.5	
SKT0728	Y	N	2013	8	8	6	30	N	39.0	F	23.0	
SKT0749	Y	N	2013	8	8	6	30	N	49.0	M	26.0	
SKT0743	Y	N	2013	8	8	6	30	N	59.0	M	35.0	
SKT0745	Y	N	2013	8	8	6	30	N	57.0	M	36.0	
SKT0729	Y	N	2013	8	8	6	30	N	70.0	M	45.0	
SKT0750	Y	N	2013	8	8	6	30	Y	53.0	F	30.0	
SKT0748	Y	N	2013	8	8	6	30	Y	63.0	F	35.0	
SKT0990	Y	N	2013	8	8	19	15	Y	56.0	F	35.0	
SKT2062	Y	N	2013	8	10	8	0	Y	34.0	M	20.0	
SKT2071	Y	N	2013	8	10	8	0	Y	35.0	M	20.0	
SKT2068	Y	N	2013	8	10	8	0	Y	37.0	F	20.0	
SKT0221	Y	N	2013	8	10	8	0	Y	36.0	F	20.0	
SKT2069	Y	N	2013	8	10	8	0	Y	36.0	M	20.0	
SKT2063	Y	N	2013	8	10	8	0	Y	35.0	F	20.0	
SKT2074	Y	N	2013	8	10	8	0	Y	39.0	F	20.0	
SKT0205	Y	N	2013	8	10	8	0	Y	39.0	M	20.0	
SKT0211	Y	N	2013	8	10	8	0	Y	41.0	F	25.0	
SKT0214	Y	N	2013	8	10	8	0	Y	40.0	F	25.0	
SKT2072	Y	N	2013	8	10	8	0	Y	40.0	F	25.0	
SKT0255	Y	N	2013	8	10	8	0	Y	43.0	F	25.0	
SKT0224	Y	N	2013	8	10	8	0	Y	46.0	F	30.0	
SKT0222	Y	N	2013	8	10	8	0	Y	37.5	M	30.0	
SKT0213	Y	N	2013	8	10	8	0	Y	50.0	M	30.0	
SKT0215	Y	N	2013	8	10	8	0	Y	48.0	M	30.0	
SKT0206	Y	N	2013	8	10	8	0	Y	52.0	F	30.0	
SKT0204	Y	N	2013	8	10	8	0	Y	62.0	F	35.0	
SKT0203	Y	N	2013	8	10	8	0	Y	57.0	M	35.0	
SKT2061	Y	N	2013	8	10	8	0	Y	59.0	M	40.0	
SKT2059	Y	N	2013	8	10	8	0	Y	64.0	F	40.0	
SKT0252	Y	N	2013	8	10	8	0	Y	71.0	M	40.0	
SKT0781	Y	N	2013	8	11	8	30	Y	31.0	M	20.0	
SKT0782	Y	N	2013	8	11	8	30	Y	35.0	F	20.0	
SKT0780	Y	N	2013	8	11	8	30	Y	35.0	M	20.0	
SKT0777	Y	N	2013	8	11	8	30	Y	38.0	F	20.0	
SKT0796	Y	N	2013	8	11	8	30	Y	40.0	F	25.0	
SKT0776	Y	N	2013	8	11	8	30	Y	40.0	M	25.0	
SKT0787	Y	N	2013	8	11	8	30	Y	42.5	M	25.0	
SKT0792	Y	N	2013	8	11	8	30	Y	49.0	F	30.0	
SKT0793	Y	N	2013	8	11	8	30	Y	56.0	M	35.0	
SKT0799	Y	N	2013	8	11	8	30	Y	58.0	F	35.0	
SKT0800	Y	N	2013	8	11	8	30	Y	57.0	M	35.0	
SKT0784	Y	N	2013	8	11	8	30	Y	62.0	M	35.0	
SKT0779	Y	N	2013	8	11	8	30	Y	62.0	F	40.0	
SKT0791	Y	N	2013	8	11	8	30	Y	61.0	M	40.0	
SKT0900	Y	N	2013	8	11	21	15	Y	28.0	M	10.0	
SKT0853	Y	N	2013	8	11	21	15	Y	49.0	M	30.0	
SKT0868	Y	N	2013	8	11	21	15	Y	42.0	M	30.0	
SKT0768	Y	N	2013	8	12	9	30	Y	43.0	F	25.0	
SKT0788	Y	N	2013	8	12	9	30	Y	59.0	F	40.0	
SKT0758	Y	N	2013	8	13	10	0	Y	44.0	F	25.0	
SKT0706	Y	N	2013	8	13	10	0	Y	41.5	F	25.0	
SKT0722	Y	N	2013	8	13	10	0	Y	46.0	M	30.0	
SKT0786	Y	N	2013	8	13	10	0	Y	52.0	F	30.0	
351823	N	Y	2013	8	13	10	0	Y	60.5	F	40.0	
SKT0714	Y	N	2013	8	13	10	0	Y	64.0	F	40.0	
351276	Y	N	2012	8	2	18	30	Y	53.0	F	NA	
351277	Y	N	2012	8	2	18	30	Y	62.0	F	NA	
351280	Y	N	2012	8	2	18	30	Y	40.0	F	NA	
351279	Y	N	2012	8	2	18	30	Y	61.0	M	NA	
351284	Y	N	2012	8	3	7	0	N	48.0	F	NA	
351292	Y	N	2012	8	3	7	0	N	41.0	F	NA	
351293	Y	N	2012	8	3	7	0	N	44.0	F	NA	
351294	Y	N	2012	8	3	7	0	N	38.0	F	NA	
351295	Y	N	2012	8	3	7	0	N	36.0	F	NA	
351298	Y	N	2012	8	3	7	0	N	63.0	F	NA	
351299	Y	N	2012	8	3	7	0	N	57.0	F	NA	
351811	Y	N	2012	8	3	7	0	N	62.0	F	NA	
351812	Y	N	2012	8	3	7	0	N	62.0	F	NA	
351813	Y	N	2012	8	3	7	0	N	59.0	F	NA	
351816	Y	N	2012	8	3	7	0	N	41.0	F	NA	
351817	Y	N	2012	8	3	7	0	N	37.0	F	NA	
351821	Y	N	2012	8	3	7	0	N	47.0	F	NA	
351822	Y	N	2012	8	3	7	0	N	45.0	F	NA	
351823	Y	N	2012	8	3	7	0	N	59.0	F	NA	
351824	Y	N	2012	8	3	7	0	N	43.0	F	NA	
351283	Y	N	2012	8	3	7	0	N	61.0	M	NA	
351285	Y	N	2012	8	3	7	0	Y	32.0	F	NA	
351286	Y	N	2012	8	3	7	0	Y	30.0	F	NA	
351288	Y	N	2012	8	3	7	0	Y	27.5	F	NA	
351289	Y	N	2012	8	3	7	0	Y	32.0	F	NA	
351290	Y	N	2012	8	3	7	0	Y	30.0	F	NA	
351814	Y	N	2012	8	3	7	0	Y	64.0	M	NA	
351818	Y	N	2012	8	3	7	0	Y	31.0	M	NA	
351819	Y	N	2012	8	3	7	0	Y	61.0	M	NA	
351296a	Y	N	2012	8	3	7	0	Y	59.5	M	NA	
351278	Y	N	2012	8	3	19	30	Y	36.0	F	NA	
351282	Y	N	2012	8	3	19	30	Y	31.0	F	NA	
351287	Y	N	2012	8	3	19	30	Y	65.0	F	NA	
23820a	Y	N	2012	8	3	19	30	Y	30.0	F	NA	
351296a	N	N	2012	8	3	19	30	Y	60.0	F	NA	
351296	Y	N	2012	8	3	19	30	Y	52.5	M	NA	
23815a	Y	N	2012	8	3	19	30	Y	47.0	M	NA	
23752	Y	N	2012	8	4	20	30	Y	48.0	F	NA	
23754	Y	N	2012	8	4	20	30	Y	54.0	F	NA	
23755	Y	N	2012	8	4	20	30	Y	46.0	F	NA	
351281	Y	N	2012	8	4	20	30	Y	41.0	F	NA	
351287	N	N	2012	8	4	20	30	Y	65.0	F	NA	
23756	Y	N	2012	8	4	20	30	Y	42.0	M	NA	
351283	N	N	2012	8	4	20	30	Y	60.0	M	NA	
351291	Y	N	2012	8	4	20	30	Y	55.0	M	NA	
351297	Y	N	2012	8	4	20	30	Y	65.0	M	NA	
23757	Y	N	2012	8	5	8	30	N	45.0	F	NA	
23758	Y	N	2012	8	5	8	30	N	46.0	F	NA	
23759	Y	N	2012	8	5	8	30	N	64.0	F	NA	
23761	Y	N	2012	8	5	8	30	Y	31.0	F	NA	
23763	Y	N	2012	8	5	8	30	Y	56.0	F	NA	
23766	Y	N	2012	8	5	8	30	Y	32.0	F	NA	
23767	Y	N	2012	8	5	8	30	Y	43.0	F	NA	
23771	Y	N	2012	8	5	8	30	Y	56.0	F	NA	
23775	Y	N	2012	8	5	8	30	Y	60.0	F	NA	
23801	Y	N	2012	8	5	8	30	Y	50.0	F	NA	
23802	Y	N	2012	8	5	8	30	Y	36.0	F	NA	
23803	Y	N	2012	8	5	8	30	Y	34.0	F	NA	
23806	Y	N	2012	8	5	8	30	Y	38.0	F	NA	
23807	Y	N	2012	8	5	8	30	Y	35.0	F	NA	
23808	Y	N	2012	8	5	8	30	Y	36.0	F	NA	
23810	Y	N	2012	8	5	8	30	Y	43.0	F	NA	
23814	Y	N	2012	8	5	8	30	Y	40.0	F	NA	
23760	Y	N	2012	8	5	8	30	Y	64.5	M	NA	
23762	Y	N	2012	8	5	8	30	Y	64.0	M	NA	
23764	Y	N	2012	8	5	8	30	Y	37.0	M	NA	
23765	Y	N	2012	8	5	8	30	Y	62.5	M	NA	
23769	Y	N	2012	8	5	8	30	Y	53.0	M	NA	
23770	Y	N	2012	8	5	8	30	Y	39.0	M	NA	
23772	Y	N	2012	8	5	8	30	Y	46.0	M	NA	
23812	Y	N	2012	8	5	8	30	Y	65.0	M	NA	
23768a	Y	N	2012	8	5	8	30	Y	66.0	M	NA	
23774a	Y	N	2012	8	5	8	30	Y	63.0	M	NA	
23811a	Y	N	2012	8	5	8	30	Y	63.0	M	NA	
23769	N	N	2012	8	6	9	30	Y	53.0	F	NA	
23815	Y	N	2012	8	6	9	30	Y	43.0	F	NA	
23819	Y	N	2012	8	6	9	30	Y	45.0	F	NA	
23821	Y	N	2012	8	6	9	30	Y	34.0	F	NA	
23822	Y	N	2012	8	6	9	30	Y	57.0	F	NA	
23823	Y	N	2012	8	6	9	30	Y	37.0	F	NA	
23824	Y	N	2012	8	6	9	30	Y	42.0	F	NA	
23825	Y	N	2012	8	6	9	30	Y	44.0	F	NA	
23826	Y	N	2012	8	6	9	30	Y	48.0	F	NA	
23827	Y	N	2012	8	6	9	30	Y	38.0	F	NA	
23828	Y	N	2012	8	6	9	30	Y	53.0	F	NA	
23829	Y	N	2012	8	6	9	30	Y	46.0	F	NA	
23831	Y	N	2012	8	6	9	30	Y	38.0	F	NA	
23832	Y	N	2012	8	6	9	30	Y	41.0	F	NA	
23834	Y	N	2012	8	6	9	30	Y	46.0	F	NA	
23835	Y	N	2012	8	6	9	30	Y	40.0	F	NA	
23836	Y	N	2012	8	6	9	30	Y	31.0	F	NA	
23838	Y	N	2012	8	6	9	30	Y	46.0	F	NA	
23841	Y	N	2012	8	6	9	30	Y	37.0	F	NA	
23842	Y	N	2012	8	6	9	30	Y	46.0	F	NA	
23843	Y	N	2012	8	6	9	30	Y	43.0	F	NA	
23845	Y	N	2012	8	6	9	30	Y	48.0	F	NA	
23846	Y	N	2012	8	6	9	30	Y	46.0	F	NA	
23811a	N	N	2012	8	6	9	30	Y	62.0	F	NA	
23817	Y	N	2012	8	6	9	30	Y	52.0	M	NA	
23820	Y	N	2012	8	6	9	30	Y	64.5	M	NA	
23830	Y	N	2012	8	6	9	30	Y	63.0	M	NA	
23840	Y	N	2012	8	6	9	30	Y	44.0	M	NA	
23844	Y	N	2012	8	6	9	30	Y	62.0	M	NA	
23758	N	N	2012	8	7	10	0	Y	48.0	F	NA	
23810	N	N	2012	8	7	10	0	Y	41.0	F	NA	
23814	N	N	2012	8	7	10	0	Y	37.0	F	NA	
23927	Y	N	2012	8	7	10	0	Y	44.0	F	NA	
23928	Y	N	2012	8	7	10	0	Y	55.0	F	NA	
23930	Y	N	2012	8	7	10	0	Y	57.0	F	NA	
23932	Y	N	2012	8	7	10	0	Y	66.0	F	NA	
23948	Y	N	2012	8	7	10	0	Y	35.0	F	NA	
23840	N	N	2012	8	7	10	0	Y	43.0	M	NA	
23946	Y	N	2012	8	7	10	0	Y	43.0	M	NA	
23768a	N	N	2012	8	7	10	0	Y	66.0	M	NA	
23774a	N	N	2012	8	7	10	0	Y	62.0	M	NA	
23943	Y	N	2012	8	8	11	30	Y	40.0	F	NA	
23942	Y	N	2012	8	8	11	30	Y	60.0	M	NA	
23779a	Y	N	2012	8	8	23	30	Y	64.0	F	NA	
23787	Y	N	2012	8	16	18	0	N	54.0	F	NA	
23788	Y	N	2012	8	16	18	0	N	49.0	F	NA	
23789	Y	N	2012	8	16	18	0	N	48.0	F	NA	
23790	Y	N	2012	8	16	18	0	N	51.0	F	NA	
23791	Y	N	2012	8	16	18	0	Y	46.0	F	NA	
23793	Y	N	2012	8	16	18	0	Y	60.0	F	NA	
23781	Y	N	2012	8	16	18	0	Y	51.0	M	NA	
23783	Y	N	2012	8	16	18	0	Y	52.0	M	NA	
23784	Y	N	2012	8	16	18	0	Y	57.0	M	NA	
23901	Y	N	2012	8	18	19	0	Y	59.0	F	NA	
